timestamp,datetime,component,tick_id,processing_latency_ms,decision_latency_ms,symbol
1764213753.6140711,2025-11-26 21:22:33,NEWS_STRATEGY,50,12.70914077758789,12.862205505371094, AAPL
1764213753.625597,2025-11-26 21:22:33,NEWS_STRATEGY,51,11.358261108398438,11.512994766235352, AAPL
1764213753.6365309,2025-11-26 21:22:33,NEWS_STRATEGY,52,10.811805725097656,10.895013809204102, AAPL
1764213753.6493921,2025-11-26 21:22:33,NEWS_STRATEGY,53,12.732982635498047,12.800931930541992, AAPL
1764213753.662291,2025-11-26 21:22:33,NEWS_STRATEGY,54,12.696981430053711,12.734174728393555, AAPL
1764213753.67518,2025-11-26 21:22:33,NEWS_STRATEGY,55,12.738227844238281,12.77613639831543, AAPL
1764213753.68803,2025-11-26 21:22:33,NEWS_STRATEGY,56,12.681961059570312,12.810945510864258, AAPL
1764213753.6991518,2025-11-26 21:22:33,NEWS_STRATEGY,57,10.945796966552734,11.106729507446289, AAPL
1764213753.711961,2025-11-26 21:22:33,NEWS_STRATEGY,58,12.688875198364258,12.805938720703125, AAPL
1764213753.724621,2025-11-26 21:22:33,NEWS_STRATEGY,59,12.674808502197266,12.707948684692383, AAPL
1764213753.7374709,2025-11-26 21:22:33,NEWS_STRATEGY,60,12.731075286865234,12.781858444213867, AAPL
1764213753.749396,2025-11-26 21:22:33,NEWS_STRATEGY,61,11.600017547607422,11.665105819702148, AAPL
1764213753.760911,2025-11-26 21:22:33,NEWS_STRATEGY,62,11.235713958740234,11.288642883300781, AAPL
1764213753.773927,2025-11-26 21:22:33,NEWS_STRATEGY,63,12.721061706542969,12.780904769897461, AAPL
1764213753.787027,2025-11-26 21:22:33,NEWS_STRATEGY,64,12.787818908691406,12.857675552368164, AAPL
1764213753.798047,2025-11-26 21:22:33,NEWS_STRATEGY,65,10.689735412597656,10.73908805847168, AAPL
1764213753.8091688,2025-11-26 21:22:33,NEWS_STRATEGY,66,10.888814926147461,10.943889617919922, AAPL
1764213753.821928,2025-11-26 21:22:33,NEWS_STRATEGY,67,12.533187866210938,12.5732421875, AAPL
1764213753.8339179,2025-11-26 21:22:33,NEWS_STRATEGY,68,11.835813522338867,11.863946914672852, AAPL
1764213753.8451562,2025-11-26 21:22:33,NEWS_STRATEGY,69,11.199951171875,11.23189926147461, AAPL
1764213753.85744,2025-11-26 21:22:33,NEWS_STRATEGY,70,12.173175811767578,12.211084365844727, AAPL
1764213753.8702312,2025-11-26 21:22:33,NEWS_STRATEGY,71,12.549161911010742,12.704133987426758, AAPL
1764213753.883049,2025-11-26 21:22:33,NEWS_STRATEGY,72,12.708902359008789,12.803077697753906, AAPL
1764213753.894867,2025-11-26 21:22:33,NEWS_STRATEGY,73,11.725664138793945,11.850833892822266, AAPL
1764213753.9068968,2025-11-26 21:22:33,NEWS_STRATEGY,74,11.890172958374023,12.006044387817383, AAPL
1764213753.9190452,2025-11-26 21:22:33,NEWS_STRATEGY,75,12.02082633972168,12.158870697021484, AAPL
1764213753.9318888,2025-11-26 21:22:33,NEWS_STRATEGY,76,12.694120407104492,12.815237045288086, AAPL
1764213753.9445481,2025-11-26 21:22:33,NEWS_STRATEGY,77,12.674093246459961,12.706995010375977, AAPL
1764213753.955848,2025-11-26 21:22:33,NEWS_STRATEGY,78,11.185884475708008,11.244058609008789, AAPL
1764213753.968351,2025-11-26 21:22:33,NEWS_STRATEGY,79,12.250900268554688,12.293815612792969, AAPL
1764213753.98123,2025-11-26 21:22:33,NEWS_STRATEGY,80,12.652873992919922,12.717962265014648, AAPL
1764213753.9918709,2025-11-26 21:22:33,NEWS_STRATEGY,81,10.225057601928711,10.277986526489258, AAPL
1764213754.003524,2025-11-26 21:22:34,NEWS_STRATEGY,82,11.35110855102539,11.424064636230469, AAPL
1764213754.0161989,2025-11-26 21:22:34,NEWS_STRATEGY,83,12.107610702514648,12.342691421508789, AAPL
1764213754.0274932,2025-11-26 21:22:34,NEWS_STRATEGY,84,10.93292236328125,11.178970336914062, AAPL
1764213754.0405052,2025-11-26 21:22:34,NEWS_STRATEGY,85,12.72892951965332,12.948989868164062, AAPL
1764213754.051306,2025-11-26 21:22:34,NEWS_STRATEGY,86,10.722875595092773,10.751962661743164, AAPL
1764213754.061724,2025-11-26 21:22:34,NEWS_STRATEGY,87,10.277271270751953,10.308265686035156, AAPL
1764213754.0744672,2025-11-26 21:22:34,NEWS_STRATEGY,88,12.651920318603516,12.686014175415039, AAPL
1764213754.087359,2025-11-26 21:22:34,NEWS_STRATEGY,89,12.703180313110352,12.738943099975586, AAPL
1764213754.100113,2025-11-26 21:22:34,NEWS_STRATEGY,90,12.65406608581543,12.686014175415039, AAPL
1764213754.111688,2025-11-26 21:22:34,NEWS_STRATEGY,91,11.543035507202148,11.564016342163086, AAPL
1764213754.124268,2025-11-26 21:22:34,NEWS_STRATEGY,92,12.358903884887695,12.4969482421875, AAPL
1764213754.135226,2025-11-26 21:22:34,NEWS_STRATEGY,93,10.962963104248047,11.063098907470703, AAPL
1764213754.14798,2025-11-26 21:22:34,NEWS_STRATEGY,94,12.62521743774414,12.737035751342773, AAPL
1764213754.160267,2025-11-26 21:22:34,NEWS_STRATEGY,95,12.213945388793945,12.274980545043945, AAPL
1764213754.1728818,2025-11-26 21:22:34,NEWS_STRATEGY,96,12.60519027709961,12.650012969970703, AAPL
1764213754.185479,2025-11-26 21:22:34,NEWS_STRATEGY,97,12.591838836669922,12.64190673828125, AAPL
1764213754.197411,2025-11-26 21:22:34,NEWS_STRATEGY,98,11.948108673095703,11.966943740844727, AAPL
1764213754.2100558,2025-11-26 21:22:34,NEWS_STRATEGY,99,12.604951858520508,12.621164321899414, AAPL
1764213754.2226691,2025-11-26 21:22:34,NEWS_STRATEGY,100,12.590646743774414,12.605905532836914, AAPL
1764213754.234303,2025-11-26 21:22:34,NEWS_STRATEGY,101,11.556863784790039,11.629819869995117, AAPL
1764213754.246824,2025-11-26 21:22:34,NEWS_STRATEGY,102,12.524843215942383,12.609243392944336, AAPL
1764213754.259671,2025-11-26 21:22:34,NEWS_STRATEGY,103,12.728214263916016,12.884140014648438, AAPL
1764213754.2718048,2025-11-26 21:22:34,NEWS_STRATEGY,104,11.996030807495117,12.104034423828125, AAPL
1764213754.2846231,2025-11-26 21:22:34,NEWS_STRATEGY,105,12.662172317504883,12.781143188476562, AAPL
1764213754.296653,2025-11-26 21:22:34,NEWS_STRATEGY,106,11.893987655639648,12.030839920043945, AAPL
1764213754.3087502,2025-11-26 21:22:34,NEWS_STRATEGY,107,12.083053588867188,12.121915817260742, AAPL
1764213754.321882,2025-11-26 21:22:34,NEWS_STRATEGY,108,12.976884841918945,13.022899627685547, AAPL
1764213754.334854,2025-11-26 21:22:34,NEWS_STRATEGY,109,13.041973114013672,13.073921203613281, AAPL
1764213754.347379,2025-11-26 21:22:34,NEWS_STRATEGY,110,12.856006622314453,12.877941131591797, AAPL
1764213754.3574998,2025-11-26 21:22:34,NEWS_STRATEGY,111,10.149955749511719,10.178089141845703, AAPL
1764213754.368952,2025-11-26 21:22:34,NEWS_STRATEGY,112,11.102914810180664,11.121749877929688, AAPL
1764213754.3817978,2025-11-26 21:22:34,NEWS_STRATEGY,113,12.672901153564453,12.755155563354492, AAPL
1764213754.394426,2025-11-26 21:22:34,NEWS_STRATEGY,114,12.590169906616211,12.634038925170898, AAPL
1764213754.406993,2025-11-26 21:22:34,NEWS_STRATEGY,115,12.5579833984375,12.588024139404297, AAPL
1764213754.4193192,2025-11-26 21:22:34,NEWS_STRATEGY,116,12.291908264160156,12.346982955932617, AAPL
1764213754.4318862,2025-11-26 21:22:34,NEWS_STRATEGY,117,12.58707046508789,12.632131576538086, AAPL
1764213754.444489,2025-11-26 21:22:34,NEWS_STRATEGY,118,12.603044509887695,12.65096664428711, AAPL
1764213754.4550312,2025-11-26 21:22:34,NEWS_STRATEGY,119,10.552167892456055,10.579109191894531, AAPL
1764213754.467398,2025-11-26 21:22:34,NEWS_STRATEGY,120,12.262821197509766,12.285947799682617, AAPL
1764213754.478366,2025-11-26 21:22:34,NEWS_STRATEGY,121,10.87808609008789,10.90383529663086, AAPL
1764213754.488978,2025-11-26 21:22:34,NEWS_STRATEGY,122,10.533332824707031,10.556221008300781, AAPL
1764213754.4999099,2025-11-26 21:22:34,NEWS_STRATEGY,123,10.823965072631836,10.8489990234375, AAPL
1764213754.510803,2025-11-26 21:22:34,NEWS_STRATEGY,124,10.798215866088867,10.822296142578125, AAPL
1764213754.5220292,2025-11-26 21:22:34,NEWS_STRATEGY,125,11.149883270263672,11.173009872436523, AAPL
1764213754.534728,2025-11-26 21:22:34,NEWS_STRATEGY,126,12.616157531738281,12.637138366699219, AAPL
1764213754.5474062,2025-11-26 21:22:34,NEWS_STRATEGY,127,12.621641159057617,12.646913528442383, AAPL
1764213754.558625,2025-11-26 21:22:34,NEWS_STRATEGY,128,11.169910430908203,11.194705963134766, AAPL
1764213754.571281,2025-11-26 21:22:34,NEWS_STRATEGY,129,12.557029724121094,12.591123580932617, AAPL
1764213754.5825942,2025-11-26 21:22:34,NEWS_STRATEGY,130,11.284112930297852,11.303901672363281, AAPL
1764213754.5951612,2025-11-26 21:22:34,NEWS_STRATEGY,131,12.530803680419922,12.561798095703125, AAPL
1764213754.605796,2025-11-26 21:22:34,NEWS_STRATEGY,132,10.50424575805664,10.550975799560547, AAPL
1764213754.6179771,2025-11-26 21:22:34,NEWS_STRATEGY,133,11.80887222290039,11.864662170410156, AAPL
1764213754.6294332,2025-11-26 21:22:34,NEWS_STRATEGY,134,11.166095733642578,11.213064193725586, AAPL
1764213754.641484,2025-11-26 21:22:34,NEWS_STRATEGY,135,11.752843856811523,11.814117431640625, AAPL
1764213754.65257,2025-11-26 21:22:34,NEWS_STRATEGY,136,10.814189910888672,10.870933532714844, AAPL
1764213754.665369,2025-11-26 21:22:34,NEWS_STRATEGY,137,12.675046920776367,12.704849243164062, AAPL
1764213754.678167,2025-11-26 21:22:34,NEWS_STRATEGY,138,12.6800537109375,12.71677017211914, AAPL
1764213754.6909928,2025-11-26 21:22:34,NEWS_STRATEGY,139,12.712955474853516,12.75014877319336, AAPL
1764213754.7037911,2025-11-26 21:22:34,NEWS_STRATEGY,140,12.703180313110352,12.737035751342773, AAPL
1764213754.716558,2025-11-26 21:22:34,NEWS_STRATEGY,141,12.665033340454102,12.71200180053711, AAPL
1764213754.7294211,2025-11-26 21:22:34,NEWS_STRATEGY,142,12.721061706542969,12.768983840942383, AAPL
1764213754.740308,2025-11-26 21:22:34,NEWS_STRATEGY,143,10.69188117980957,10.824918746948242, AAPL
1764213754.75313,2025-11-26 21:22:34,NEWS_STRATEGY,144,12.639045715332031,12.803077697753906, AAPL
1764213754.7662542,2025-11-26 21:22:34,NEWS_STRATEGY,145,12.823820114135742,13.037919998168945, AAPL
1764213754.779184,2025-11-26 21:22:34,NEWS_STRATEGY,146,12.725114822387695,12.876033782958984, AAPL
1764213754.791144,2025-11-26 21:22:34,NEWS_STRATEGY,147,11.75379753112793,11.88969612121582, AAPL
1764213754.802361,2025-11-26 21:22:34,NEWS_STRATEGY,148,10.891199111938477,11.152267456054688, AAPL
1764213754.815219,2025-11-26 21:22:34,NEWS_STRATEGY,149,12.739896774291992,12.820959091186523, AAPL
1764213754.825988,2025-11-26 21:22:34,NEWS_STRATEGY,150,10.574102401733398,10.622024536132812, AAPL
1764213754.838911,2025-11-26 21:22:34,NEWS_STRATEGY,151,12.577056884765625,12.629985809326172, AAPL
1764213754.8518138,2025-11-26 21:22:34,NEWS_STRATEGY,152,12.381792068481445,12.67099380493164, AAPL
1764213754.864662,2025-11-26 21:22:34,NEWS_STRATEGY,153,12.578725814819336,12.766838073730469, AAPL
1764213754.877057,2025-11-26 21:22:34,NEWS_STRATEGY,154,12.192964553833008,12.322664260864258, AAPL
1764213754.887537,2025-11-26 21:22:34,NEWS_STRATEGY,155,10.400056838989258,10.509967803955078, AAPL
1764213754.898894,2025-11-26 21:22:34,NEWS_STRATEGY,156,11.137962341308594,11.311769485473633, AAPL
1764213754.911724,2025-11-26 21:22:34,NEWS_STRATEGY,157,12.68315315246582,12.77613639831543, AAPL
1764213754.9220438,2025-11-26 21:22:34,NEWS_STRATEGY,158,10.290145874023438,10.3302001953125, AAPL
1764213754.934879,2025-11-26 21:22:34,NEWS_STRATEGY,159,12.676715850830078,12.714862823486328, AAPL
1764213754.945593,2025-11-26 21:22:34,NEWS_STRATEGY,160,10.565996170043945,10.599851608276367, AAPL
1764213754.958462,2025-11-26 21:22:34,NEWS_STRATEGY,161,12.559175491333008,12.710094451904297, AAPL
1764213754.970496,2025-11-26 21:22:34,NEWS_STRATEGY,162,11.884927749633789,12.025833129882812, AAPL
1764213754.981915,2025-11-26 21:22:34,NEWS_STRATEGY,163,11.315345764160156,11.397123336791992, AAPL
1764213754.9946082,2025-11-26 21:22:34,NEWS_STRATEGY,164,12.650012969970703,12.678146362304688, AAPL
1764213755.006922,2025-11-26 21:22:35,NEWS_STRATEGY,165,12.18104362487793,12.204885482788086, AAPL
1764213755.0196302,2025-11-26 21:22:35,NEWS_STRATEGY,166,12.636184692382812,12.656211853027344, AAPL
1764213755.032396,2025-11-26 21:22:35,NEWS_STRATEGY,167,12.71200180053711,12.75491714477539, AAPL
1764213755.04385,2025-11-26 21:22:35,NEWS_STRATEGY,168,11.303901672363281,11.328935623168945, AAPL
1764213755.0566258,2025-11-26 21:22:35,NEWS_STRATEGY,169,12.623786926269531,12.661933898925781, AAPL
1764213755.0697548,2025-11-26 21:22:35,NEWS_STRATEGY,170,12.700796127319336,12.953758239746094, AAPL
1764213755.0829172,2025-11-26 21:22:35,NEWS_STRATEGY,171,12.801170349121094,13.181209564208984, AAPL
1764213755.0957341,2025-11-26 21:22:35,NEWS_STRATEGY,172,12.732982635498047,12.858867645263672, AAPL
1764213755.106883,2025-11-26 21:22:35,NEWS_STRATEGY,173,11.150121688842773,11.188030242919922, AAPL
1764213755.11978,2025-11-26 21:22:35,NEWS_STRATEGY,174,12.70294189453125,12.740850448608398, AAPL
1764213755.132052,2025-11-26 21:22:35,NEWS_STRATEGY,175,12.143850326538086,12.185811996459961, AAPL
1764213755.1448588,2025-11-26 21:22:35,NEWS_STRATEGY,176,12.65716552734375,12.685060501098633, AAPL
1764213755.157687,2025-11-26 21:22:35,NEWS_STRATEGY,177,12.731790542602539,12.765884399414062, AAPL
1764213755.170454,2025-11-26 21:22:35,NEWS_STRATEGY,178,12.698888778686523,12.739896774291992, AAPL
1764213755.182333,2025-11-26 21:22:35,NEWS_STRATEGY,179,11.599302291870117,11.787176132202148, AAPL
1764213755.194816,2025-11-26 21:22:35,NEWS_STRATEGY,180,12.247085571289062,12.40086555480957, AAPL
1764213755.206877,2025-11-26 21:22:35,NEWS_STRATEGY,181,11.793375015258789,11.991262435913086, AAPL
1764213755.2278872,2025-11-26 21:22:35,NEWS_STRATEGY,182,20.899057388305664,20.930051803588867, AAPL
1764213755.237186,2025-11-26 21:22:35,NEWS_STRATEGY,183,10.773897171020508,10.80179214477539, AAPL
1764213755.248737,2025-11-26 21:22:35,NEWS_STRATEGY,184,11.447906494140625,11.472940444946289, AAPL
1764213755.259941,2025-11-26 21:22:35,NEWS_STRATEGY,185,11.117219924926758,11.153221130371094, AAPL
1764213755.2707589,2025-11-26 21:22:35,NEWS_STRATEGY,186,10.699987411499023,10.73002815246582, AAPL
1764213755.284441,2025-11-26 21:22:35,NEWS_STRATEGY,187,13.725042343139648,13.770103454589844, AAPL
1764213755.2963252,2025-11-26 21:22:35,NEWS_STRATEGY,188,11.649847030639648,11.819839477539062, AAPL
1764213755.308428,2025-11-26 21:22:35,NEWS_STRATEGY,189,12.026071548461914,12.135982513427734, AAPL
1764213755.321321,2025-11-26 21:22:35,NEWS_STRATEGY,190,12.673139572143555,12.879133224487305, AAPL
1764213755.3339741,2025-11-26 21:22:35,NEWS_STRATEGY,191,12.618780136108398,12.696027755737305, AAPL
1764213755.345574,2025-11-26 21:22:35,NEWS_STRATEGY,192,11.45029067993164,11.570215225219727, AAPL
1764213755.3574028,2025-11-26 21:22:35,NEWS_STRATEGY,193,11.76905632019043,11.831998825073242, AAPL
1764213755.370185,2025-11-26 21:22:35,NEWS_STRATEGY,194,12.699127197265625,12.743949890136719, AAPL
1764213755.3825989,2025-11-26 21:22:35,NEWS_STRATEGY,195,12.310028076171875,12.35818862915039, AAPL
1764213755.395387,2025-11-26 21:22:35,NEWS_STRATEGY,196,12.620210647583008,12.643098831176758, AAPL
1764213755.408052,2025-11-26 21:22:35,NEWS_STRATEGY,197,12.606382369995117,12.6190185546875, AAPL
1764213755.420646,2025-11-26 21:22:35,NEWS_STRATEGY,198,12.588024139404297,12.598991394042969, AAPL
1764213755.4320252,2025-11-26 21:22:35,NEWS_STRATEGY,199,11.372804641723633,11.389970779418945, AAPL
1764213755.444714,2025-11-26 21:22:35,NEWS_STRATEGY,200,12.596845626831055,12.664794921875, AAPL
1764213755.455503,2025-11-26 21:22:35,NEWS_STRATEGY,201,10.776281356811523,10.842323303222656, AAPL
1764213755.46812,2025-11-26 21:22:35,NEWS_STRATEGY,202,12.588977813720703,12.640953063964844, AAPL
1764213755.478606,2025-11-26 21:22:35,NEWS_STRATEGY,203,10.50710678100586,10.526180267333984, AAPL
1764213755.4912908,2025-11-26 21:22:35,NEWS_STRATEGY,204,12.578010559082031,12.644052505493164, AAPL
1764213755.503979,2025-11-26 21:22:35,NEWS_STRATEGY,205,12.660026550292969,12.686967849731445, AAPL
1764213755.516742,2025-11-26 21:22:35,NEWS_STRATEGY,206,12.62211799621582,12.652158737182617, AAPL
1764213755.529502,2025-11-26 21:22:35,NEWS_STRATEGY,207,12.660026550292969,12.692928314208984, AAPL
1764213755.542305,2025-11-26 21:22:35,NEWS_STRATEGY,208,12.650251388549805,12.674093246459961, AAPL
1764213755.555012,2025-11-26 21:22:35,NEWS_STRATEGY,209,12.622833251953125,12.64810562133789, AAPL
1764213755.567688,2025-11-26 21:22:35,NEWS_STRATEGY,210,12.605905532836914,12.625932693481445, AAPL
1764213755.578376,2025-11-26 21:22:35,NEWS_STRATEGY,211,10.612964630126953,10.642051696777344, AAPL
1764213755.591232,2025-11-26 21:22:35,NEWS_STRATEGY,212,12.675046920776367,12.79592514038086, AAPL
1764213755.6041028,2025-11-26 21:22:35,NEWS_STRATEGY,213,12.703895568847656,12.826204299926758, AAPL
1764213755.6159492,2025-11-26 21:22:35,NEWS_STRATEGY,214,11.567115783691406,11.825084686279297, AAPL
1764213755.628638,2025-11-26 21:22:35,NEWS_STRATEGY,215,12.676000595092773,12.772083282470703, AAPL
1764213755.641075,2025-11-26 21:22:35,NEWS_STRATEGY,216,12.263059616088867,12.370109558105469, AAPL
1764213755.651683,2025-11-26 21:22:35,NEWS_STRATEGY,217,10.442018508911133,10.556936264038086, AAPL
1764213755.664639,2025-11-26 21:22:35,NEWS_STRATEGY,218,12.688159942626953,12.901067733764648, AAPL
1764213755.676045,2025-11-26 21:22:35,NEWS_STRATEGY,219,11.23666763305664,11.356830596923828, AAPL
1764213755.686856,2025-11-26 21:22:35,NEWS_STRATEGY,220,10.620832443237305,10.75291633605957, AAPL
1764213755.6979682,2025-11-26 21:22:35,NEWS_STRATEGY,221,10.877370834350586,11.023283004760742, AAPL
1764213755.7086442,2025-11-26 21:22:35,NEWS_STRATEGY,222,10.52093505859375,10.63084602355957, AAPL
1764213755.7214909,2025-11-26 21:22:35,NEWS_STRATEGY,223,12.661933898925781,12.779951095581055, AAPL
1764213755.73232,2025-11-26 21:22:35,NEWS_STRATEGY,224,10.76817512512207,10.814189910888672, AAPL
1764213755.744745,2025-11-26 21:22:35,NEWS_STRATEGY,225,12.269973754882812,12.296915054321289, AAPL
1764213755.755042,2025-11-26 21:22:35,NEWS_STRATEGY,226,10.191917419433594,10.225057601928711, AAPL
1764213755.767596,2025-11-26 21:22:35,NEWS_STRATEGY,227,12.441873550415039,12.473821640014648, AAPL
1764213755.780394,2025-11-26 21:22:35,NEWS_STRATEGY,228,12.669086456298828,12.708187103271484, AAPL
1764213755.79318,2025-11-26 21:22:35,NEWS_STRATEGY,229,12.686967849731445,12.721061706542969, AAPL
1764213755.806008,2025-11-26 21:22:35,NEWS_STRATEGY,230,12.645959854125977,12.756824493408203, AAPL
1764213755.818697,2025-11-26 21:22:35,NEWS_STRATEGY,231,12.653827667236328,12.760162353515625, AAPL
1764213755.831611,2025-11-26 21:22:35,NEWS_STRATEGY,232,12.75181770324707,12.913942337036133, AAPL
1764213755.84285,2025-11-26 21:22:35,NEWS_STRATEGY,233,11.036872863769531,11.194705963134766, AAPL
1764213755.854686,2025-11-26 21:22:35,NEWS_STRATEGY,234,11.622190475463867,11.780261993408203, AAPL
1764213755.867674,2025-11-26 21:22:35,NEWS_STRATEGY,235,12.71510124206543,12.876033782958984, AAPL
1764213755.879623,2025-11-26 21:22:35,NEWS_STRATEGY,236,11.693716049194336,11.806964874267578, AAPL
1764213755.890142,2025-11-26 21:22:35,NEWS_STRATEGY,237,10.319709777832031,10.46299934387207, AAPL
1764213755.903171,2025-11-26 21:22:35,NEWS_STRATEGY,238,12.836933135986328,12.99285888671875, AAPL
1764213755.915797,2025-11-26 21:22:35,NEWS_STRATEGY,239,12.662887573242188,12.692928314208984, AAPL
1764213755.92735,2025-11-26 21:22:35,NEWS_STRATEGY,240,11.421918869018555,11.46697998046875, AAPL
1764213755.9388921,2025-11-26 21:22:35,NEWS_STRATEGY,241,11.404991149902344,11.43789291381836, AAPL
1764213755.951066,2025-11-26 21:22:35,NEWS_STRATEGY,242,12.056827545166016,12.084007263183594, AAPL
1764213755.962231,2025-11-26 21:22:35,NEWS_STRATEGY,243,11.027097702026367,11.059999465942383, AAPL
1764213755.973335,2025-11-26 21:22:35,NEWS_STRATEGY,244,10.998010635375977,11.034965515136719, AAPL
1764213755.985066,2025-11-26 21:22:35,NEWS_STRATEGY,245,11.515140533447266,11.615991592407227, AAPL
1764213755.995602,2025-11-26 21:22:35,NEWS_STRATEGY,246,10.413169860839844,10.522127151489258, AAPL
1764213756.0062149,2025-11-26 21:22:36,NEWS_STRATEGY,247,10.46299934387207,10.628938674926758, AAPL
